location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Bulgaria,2021-11-12,0-17,1.29,0.97,0.0
Bulgaria,2021-11-12,18-24,22.03,19.06,0.06
Bulgaria,2021-11-12,25-49,27.65,24.79,0.36
Bulgaria,2021-11-12,50-59,34.46,31.38,0.93
Bulgaria,2021-11-12,60-69,36.8,33.99,1.37
Bulgaria,2021-11-12,70-79,36.7,34.44,1.21
Bulgaria,2021-11-12,80+,23.25,21.93,0.67
Bulgaria,2021-11-19,0-17,1.36,1.07,0.0
Bulgaria,2021-11-19,18-24,23.01,20.7,0.1
Bulgaria,2021-11-19,25-49,28.55,26.21,0.5
Bulgaria,2021-11-19,50-59,35.27,32.71,1.28
Bulgaria,2021-11-19,60-69,37.47,34.99,2.03
Bulgaria,2021-11-19,70-79,37.24,35.12,2.04
Bulgaria,2021-11-19,80+,23.57,22.3,1.18
Bulgaria,2021-11-26,0-17,1.44,1.18,0.0
Bulgaria,2021-11-26,18-24,23.85,21.99,0.14
Bulgaria,2021-11-26,25-49,29.34,27.43,0.66
Bulgaria,2021-11-26,50-59,35.94,33.87,1.69
Bulgaria,2021-11-26,60-69,38.03,35.9,2.85
Bulgaria,2021-11-26,70-79,37.73,35.82,3.16
Bulgaria,2021-11-26,80+,23.85,22.66,1.82
Bulgaria,2021-12-03,0-17,1.54,1.27,0.0
Bulgaria,2021-12-03,18-24,24.55,22.95,0.24
Bulgaria,2021-12-03,25-49,29.96,28.32,0.93
Bulgaria,2021-12-03,50-59,36.49,34.75,2.36
Bulgaria,2021-12-03,60-69,38.49,36.64,4.1
Bulgaria,2021-12-03,70-79,38.16,36.45,4.71
Bulgaria,2021-12-03,80+,24.11,23.01,2.79
Bulgaria,2021-12-10,0-17,1.61,1.34,0.0
Bulgaria,2021-12-10,18-24,25.07,23.69,0.33
Bulgaria,2021-12-10,25-49,30.42,29.03,1.21
Bulgaria,2021-12-10,50-59,36.89,35.41,3.06
Bulgaria,2021-12-10,60-69,38.8,37.22,5.46
Bulgaria,2021-12-10,70-79,38.46,36.96,6.56
Bulgaria,2021-12-10,80+,24.31,23.32,3.91
Bulgaria,2021-12-17,0-17,1.66,1.42,0.0
Bulgaria,2021-12-17,18-24,25.56,24.36,0.46
Bulgaria,2021-12-17,25-49,30.85,29.66,1.55
Bulgaria,2021-12-17,50-59,37.26,36.0,3.86
Bulgaria,2021-12-17,60-69,39.11,37.74,6.93
Bulgaria,2021-12-17,70-79,38.75,37.43,8.52
Bulgaria,2021-12-17,80+,24.5,23.61,5.13
Bulgaria,2021-12-24,0-17,1.71,1.48,0.0
Bulgaria,2021-12-24,18-24,25.97,24.91,0.62
Bulgaria,2021-12-24,25-49,31.22,30.15,1.86
Bulgaria,2021-12-24,50-59,37.57,36.44,4.48
Bulgaria,2021-12-24,60-69,39.32,38.1,7.89
Bulgaria,2021-12-24,70-79,38.92,37.76,9.71
Bulgaria,2021-12-24,80+,24.61,23.8,5.86
Bulgaria,2021-12-31,0-17,1.77,1.54,0.0
Bulgaria,2021-12-31,18-24,26.21,25.25,0.74
Bulgaria,2021-12-31,25-49,31.43,30.48,2.06
Bulgaria,2021-12-31,50-59,37.76,36.74,4.94
Bulgaria,2021-12-31,60-69,39.44,38.32,8.52
Bulgaria,2021-12-31,70-79,39.04,37.98,10.5
Bulgaria,2021-12-31,80+,24.71,23.96,6.39
Bulgaria,2022-01-07,0-17,1.88,1.62,0.0
Bulgaria,2022-01-07,18-24,26.64,25.79,1.2
Bulgaria,2022-01-07,25-49,31.83,30.96,3.01
Bulgaria,2022-01-07,50-59,38.12,37.15,6.9
Bulgaria,2022-01-07,60-69,39.82,38.69,11.7
Bulgaria,2022-01-07,70-79,39.52,38.36,14.57
Bulgaria,2022-01-07,80+,25.09,24.23,8.94
Bulgaria,2022-01-14,0-17,1.97,1.67,0.0
Bulgaria,2022-01-14,18-24,27.05,26.2,1.59
Bulgaria,2022-01-14,25-49,32.19,31.32,3.99
Bulgaria,2022-01-14,50-59,38.49,37.46,8.96
Bulgaria,2022-01-14,60-69,40.26,38.95,14.97
Bulgaria,2022-01-14,70-79,40.09,38.63,18.78
Bulgaria,2022-01-14,80+,25.52,24.42,11.58
Bulgaria,2022-01-21,0-17,2.03,1.73,0.0
Bulgaria,2022-01-21,18-24,27.39,26.48,1.86
Bulgaria,2022-01-21,25-49,32.46,31.55,4.6
Bulgaria,2022-01-21,50-59,38.75,37.66,10.12
Bulgaria,2022-01-21,60-69,40.54,39.11,16.82
Bulgaria,2022-01-21,70-79,40.47,38.8,21.15
Bulgaria,2022-01-21,80+,25.81,24.54,13.16
Bulgaria,2022-01-28,0-17,2.07,1.81,0.0
Bulgaria,2022-01-28,18-24,27.63,26.78,2.12
Bulgaria,2022-01-28,25-49,32.62,31.78,5.04
Bulgaria,2022-01-28,50-59,38.89,37.9,10.83
Bulgaria,2022-01-28,60-69,40.69,39.39,17.76
Bulgaria,2022-01-28,70-79,40.64,39.16,22.29
Bulgaria,2022-01-28,80+,25.94,24.84,13.93
Bulgaria,2022-02-04,0-17,2.11,1.9,0.0
Bulgaria,2022-02-04,18-24,27.83,27.05,2.36
Bulgaria,2022-02-04,25-49,32.75,32.01,5.39
Bulgaria,2022-02-04,50-59,39.0,38.15,11.34
Bulgaria,2022-02-04,60-69,40.79,39.72,18.35
Bulgaria,2022-02-04,70-79,40.76,39.62,22.97
Bulgaria,2022-02-04,80+,26.04,25.18,14.39
Bulgaria,2022-02-11,0-17,2.14,1.97,0.0
Bulgaria,2022-02-11,18-24,28.01,27.31,2.57
Bulgaria,2022-02-11,25-49,32.86,32.2,5.69
Bulgaria,2022-02-11,50-59,39.09,38.35,11.76
Bulgaria,2022-02-11,60-69,40.88,39.98,18.82
Bulgaria,2022-02-11,70-79,40.86,39.97,23.52
Bulgaria,2022-02-11,80+,26.12,25.46,14.77
Bulgaria,2022-02-18,0-17,2.16,2.01,0.0
Bulgaria,2022-02-18,18-24,28.15,27.5,2.76
Bulgaria,2022-02-18,25-49,32.94,32.34,5.94
Bulgaria,2022-02-18,50-59,39.15,38.49,12.08
Bulgaria,2022-02-18,60-69,40.94,40.14,19.17
Bulgaria,2022-02-18,70-79,40.93,40.16,23.93
Bulgaria,2022-02-18,80+,26.17,25.6,15.06
Croatia,2021-01-01,18-24,0.0,0.0,0.0
Croatia,2021-01-01,25-49,0.03,0.0,0.0
Croatia,2021-01-01,50-59,0.05,0.0,0.0
Croatia,2021-01-01,60-69,0.03,0.0,0.0
Croatia,2021-01-01,70-79,0.1,0.0,0.0
Croatia,2021-01-01,80+,0.42,0.0,0.0
Croatia,2021-01-08,15-17,0.01,0.0,0.0
Croatia,2021-01-08,18-24,0.17,0.0,0.0
Croatia,2021-01-08,25-49,0.75,0.0,0.0
Croatia,2021-01-08,50-59,1.08,0.0,0.0
Croatia,2021-01-08,60-69,0.75,0.0,0.0
Croatia,2021-01-08,70-79,1.01,0.0,0.0
Croatia,2021-01-08,80+,3.38,0.0,0.0
Croatia,2021-01-15,15-17,0.01,0.0,0.0
Croatia,2021-01-15,18-24,0.29,0.0,0.0
Croatia,2021-01-15,25-49,1.23,0.01,0.0
Croatia,2021-01-15,5-9,0.0,0.0,0.0
Croatia,2021-01-15,50-59,1.84,0.01,0.0
Croatia,2021-01-15,60-69,1.29,0.01,0.0
Croatia,2021-01-15,70-79,1.58,0.02,0.0
Croatia,2021-01-15,80+,4.44,0.1,0.0
Croatia,2021-01-22,10-14,0.0,0.0,0.0
Croatia,2021-01-22,15-17,0.02,0.0,0.0
Croatia,2021-01-22,18-24,0.37,0.05,0.0
Croatia,2021-01-22,25-49,1.55,0.22,0.0
Croatia,2021-01-22,5-9,0.0,0.0,0.0
Croatia,2021-01-22,50-59,2.34,0.33,0.0
Croatia,2021-01-22,60-69,1.71,0.23,0.0
Croatia,2021-01-22,70-79,2.03,0.44,0.0
Croatia,2021-01-22,80+,5.24,1.82,0.0
Croatia,2021-01-29,10-14,0.0,0.0,0.0
Croatia,2021-01-29,15-17,0.02,0.0,0.0
Croatia,2021-01-29,18-24,0.38,0.13,0.0
Croatia,2021-01-29,25-49,1.59,0.62,0.0
Croatia,2021-01-29,5-9,0.0,0.0,0.0
Croatia,2021-01-29,50-59,2.4,0.9,0.0
Croatia,2021-01-29,60-69,1.77,0.63,0.0
Croatia,2021-01-29,70-79,2.1,0.84,0.0
Croatia,2021-01-29,80+,5.37,2.96,0.0
Croatia,2021-02-05,10-14,0.0,0.0,0.0
Croatia,2021-02-05,15-17,0.02,0.01,0.0
Croatia,2021-02-05,18-24,0.4,0.24,0.0
Croatia,2021-02-05,25-49,1.65,1.03,0.0
Croatia,2021-02-05,5-9,0.0,0.0,0.0
Croatia,2021-02-05,50-59,2.49,1.54,0.0
Croatia,2021-02-05,60-69,1.87,1.08,0.0
Croatia,2021-02-05,70-79,2.23,1.28,0.0
Croatia,2021-02-05,80+,5.52,3.86,0.0
Croatia,2021-02-12,10-14,0.0,0.0,0.0
Croatia,2021-02-12,15-17,0.03,0.02,0.0
Croatia,2021-02-12,18-24,0.46,0.33,0.0
Croatia,2021-02-12,25-49,1.86,1.43,0.0
Croatia,2021-02-12,5-9,0.0,0.0,0.0
Croatia,2021-02-12,50-59,2.87,2.16,0.0
Croatia,2021-02-12,60-69,2.44,1.56,0.0
Croatia,2021-02-12,70-79,3.15,1.77,0.0
Croatia,2021-02-12,80+,6.59,4.74,0.0
Croatia,2021-02-19,10-14,0.0,0.0,0.0
Croatia,2021-02-19,15-17,0.03,0.02,0.0
Croatia,2021-02-19,18-24,0.6,0.36,0.0
Croatia,2021-02-19,25-49,2.26,1.55,0.0
Croatia,2021-02-19,5-9,0.0,0.0,0.0
Croatia,2021-02-19,50-59,3.63,2.35,0.0
Croatia,2021-02-19,60-69,3.6,1.73,0.0
Croatia,2021-02-19,70-79,5.56,2.01,0.0
Croatia,2021-02-19,80+,11.62,5.1,0.0
Croatia,2021-02-26,10-14,0.0,0.0,0.0
Croatia,2021-02-26,15-17,0.05,0.02,0.0
Croatia,2021-02-26,18-24,0.7,0.38,0.0
Croatia,2021-02-26,25-49,2.6,1.6,0.0
Croatia,2021-02-26,5-9,0.0,0.0,0.0
Croatia,2021-02-26,50-59,4.34,2.42,0.0
Croatia,2021-02-26,60-69,5.4,1.81,0.0
Croatia,2021-02-26,70-79,10.74,2.13,0.0
Croatia,2021-02-26,80+,22.0,5.25,0.0
Croatia,2021-03-05,10-14,0.0,0.0,0.0
Croatia,2021-03-05,15-17,0.06,0.02,0.0
Croatia,2021-03-05,18-24,0.79,0.41,0.0
Croatia,2021-03-05,25-49,2.87,1.69,0.0
Croatia,2021-03-05,5-9,0.0,0.0,0.0
Croatia,2021-03-05,50-59,4.98,2.56,0.0
Croatia,2021-03-05,60-69,7.31,1.96,0.0
Croatia,2021-03-05,70-79,16.68,2.32,0.0
Croatia,2021-03-05,80+,28.25,5.57,0.0
Croatia,2021-03-12,10-14,0.0,0.0,0.0
Croatia,2021-03-12,15-17,0.07,0.03,0.0
Croatia,2021-03-12,18-24,1.0,0.48,0.0
Croatia,2021-03-12,25-49,3.18,1.9,0.0
Croatia,2021-03-12,5-9,0.0,0.0,0.0
Croatia,2021-03-12,50-59,5.71,2.9,0.0
Croatia,2021-03-12,60-69,9.58,2.32,0.0
Croatia,2021-03-12,70-79,22.71,2.89,0.0
Croatia,2021-03-12,80+,32.52,6.79,0.0
Croatia,2021-03-19,10-14,0.0,0.0,0.0
Croatia,2021-03-19,15-17,0.09,0.04,0.0
Croatia,2021-03-19,18-24,1.11,0.54,0.0
Croatia,2021-03-19,25-49,3.53,2.1,0.0
Croatia,2021-03-19,5-9,0.0,0.0,0.0
Croatia,2021-03-19,50-59,6.59,3.22,0.0
Croatia,2021-03-19,60-69,12.38,2.82,0.0
Croatia,2021-03-19,70-79,28.59,3.93,0.0
Croatia,2021-03-19,80+,35.2,8.53,0.0
Croatia,2021-03-26,10-14,0.0,0.0,0.0
Croatia,2021-03-26,15-17,0.1,0.04,0.0
Croatia,2021-03-26,18-24,1.25,0.57,0.0
Croatia,2021-03-26,25-49,3.93,2.2,0.0
Croatia,2021-03-26,5-9,0.0,0.0,0.0
Croatia,2021-03-26,50-59,7.62,3.41,0.0
Croatia,2021-03-26,60-69,15.54,3.16,0.0
Croatia,2021-03-26,70-79,34.04,4.64,0.0
Croatia,2021-03-26,80+,37.52,9.64,0.0
Croatia,2021-04-02,10-14,0.0,0.0,0.0
Croatia,2021-04-02,15-17,0.11,0.04,0.0
Croatia,2021-04-02,18-24,1.44,0.61,0.0
Croatia,2021-04-02,25-49,4.33,2.32,0.0
Croatia,2021-04-02,5-9,0.0,0.0,0.0
Croatia,2021-04-02,50-59,8.7,3.62,0.0
Croatia,2021-04-02,60-69,19.08,3.59,0.0
Croatia,2021-04-02,70-79,39.23,5.82,0.0
Croatia,2021-04-02,80+,39.66,11.33,0.0
Croatia,2021-04-09,10-14,0.0,0.0,0.0
Croatia,2021-04-09,15-17,0.12,0.04,0.0
Croatia,2021-04-09,18-24,1.58,0.66,0.0
Croatia,2021-04-09,25-49,4.85,2.45,0.0
Croatia,2021-04-09,5-9,0.0,0.0,0.0
Croatia,2021-04-09,50-59,10.18,3.85,0.0
Croatia,2021-04-09,60-69,23.04,4.14,0.0
Croatia,2021-04-09,70-79,43.15,7.33,0.0
Croatia,2021-04-09,80+,41.08,12.96,0.0
Croatia,2021-04-16,10-14,0.01,0.0,0.0
Croatia,2021-04-16,15-17,0.13,0.06,0.0
Croatia,2021-04-16,18-24,1.9,0.73,0.0
Croatia,2021-04-16,25-49,5.82,2.69,0.0
Croatia,2021-04-16,5-9,0.0,0.0,0.0
Croatia,2021-04-16,50-59,12.59,4.38,0.0
Croatia,2021-04-16,60-69,28.62,5.55,0.0
Croatia,2021-04-16,70-79,47.48,10.96,0.0
Croatia,2021-04-16,80+,42.87,16.64,0.0
Croatia,2021-04-23,10-14,0.01,0.0,0.0
Croatia,2021-04-23,15-17,0.16,0.07,0.0
Croatia,2021-04-23,18-24,2.48,0.82,0.0
Croatia,2021-04-23,25-49,6.78,2.93,0.0
Croatia,2021-04-23,5-9,0.0,0.0,0.0
